date,close
2012.05.31,"1,211,000"
2012.05.30,"1,226,000"
2012.05.29,"1,238,000"
2012.05.25,"1,225,000"
2012.05.24,"1,225,000"
2012.05.23,"1,221,000"
2012.05.22,"1,240,000"
2012.05.21,"1,209,000"
2012.05.18,"1,166,000"
2012.05.17,"1,223,000"
2012.05.16,"1,230,000"
2012.05.15,"1,311,000"
2012.05.14,"1,314,000"
2012.05.11,"1,303,000"
2012.05.10,"1,327,000"
2012.05.09,"1,331,000"
2012.05.08,"1,341,000"
2012.05.07,"1,342,000"
2012.05.04,"1,360,000"
2012.05.03,"1,401,000"
2012.05.02,"1,410,000"
2012.04.30,"1,390,000"
2012.04.27,"1,374,000"
2012.04.26,"1,340,000"
2012.04.25,"1,305,000"
2012.04.24,"1,283,000"
2012.04.23,"1,279,000"
2012.04.20,"1,282,000"
2012.04.19,"1,307,000"
2012.04.18,"1,293,000"
2012.04.17,"1,249,000"
2012.04.16,"1,259,000"
2012.04.13,"1,268,000"
2012.04.12,"1,273,000"
2012.04.10,"1,311,000"
2012.04.09,"1,317,000"
2012.04.06,"1,332,000"
2012.04.05,"1,330,000"
2012.04.04,"1,320,000"
2012.04.03,"1,335,000"
2012.04.02,"1,299,000"
2012.03.30,"1,275,000"
2012.03.29,"1,280,000"
2012.03.28,"1,302,000"
2012.03.27,"1,311,000"
2012.03.26,"1,275,000"
2012.03.23,"1,261,000"
2012.03.22,"1,258,000"
2012.03.21,"1,242,000"
2012.03.20,"1,267,000"
2012.03.19,"1,260,000"
2012.03.16,"1,238,000"
2012.03.15,"1,250,000"
2012.03.14,"1,250,000"
2012.03.13,"1,221,000"
2012.03.12,"1,210,000"
2012.03.09,"1,230,000"
2012.03.08,"1,180,000"
2012.03.07,"1,172,000"
2012.03.06,"1,180,000"
2012.03.05,"1,174,000"
2012.03.02,"1,182,000"
2012.02.29,"1,206,000"
2012.02.28,"1,185,000"
2012.02.27,"1,171,000"
2012.02.24,"1,180,000"
2012.02.23,"1,160,000"
2012.02.22,"1,197,000"
2012.02.21,"1,180,000"
2012.02.20,"1,175,000"
2012.02.17,"1,176,000"
2012.02.16,"1,135,000"
2012.02.15,"1,135,000"
2012.02.14,"1,080,000"
2012.02.13,"1,083,000"
2012.02.10,"1,062,000"
2012.02.09,"1,084,000"
2012.02.08,"1,092,000"
2012.02.07,"1,093,000"
2012.02.06,"1,074,000"
2012.02.03,"1,066,000"
2012.02.02,"1,080,000"
2012.02.01,"1,079,000"
2012.01.31,"1,107,000"
2012.01.30,"1,115,000"
2012.01.27,"1,125,000"
2012.01.26,"1,113,000"
2012.01.25,"1,114,000"
2012.01.20,"1,105,000"
2012.01.19,"1,072,000"
2012.01.18,"1,030,000"
2012.01.17,"1,036,000"
2012.01.16,"1,030,000"
